mask,slit_no,obj,c2020_id,ypix_mospy,mospy_notes,pypeit_notes,wp,mia,keep,confidence,cquality,zguess,zmeasured,wave,ypix_slit,photoz,photoz_source,MUV,serendip_ra,serendip_dec,pypeit_ref_idx,pypeit_slit,                    pypeit_name , maskdef_id ,     objra ,  objdec , spat_pixpos , spat_fracpos , box_width , opt_fwhm ,   s2n , maskdef_extract 
wmmu01,13,         L_WPCAND18441 ,,,"nl,nc",,1,,0,0,-1,,,,,,,,,,,1678, SPAT1665-SLIT1678-DET01 ,13,34.27187,-5.16597,1665,0.369,2,0.6,-0.06,            True 
wmmu01,16,         L_WPCAND-1567 ,,,l@10342??,,1,,,1,-1,7.505,,10342,25,,,,,,,1448, SPAT1449-SLIT1448-DET01 ,16,34.25246,-5.15728,1449,0.517,2,0.6,0.07,            True 
wmmu01,17,         L_WPCAND27109 ,,,"nl,nc",,1,,0,0,-1,,,,,,,,,,,1379, SPAT1380-SLIT1379-DET01 ,17,34.27992,-5.18629,1380,0.517,2,0.6,0.02,            True 
wmmu01,19, rybou_UDSZ-0806014558 ,,,l@10783,,1,,,1,-1,,,10783,,,,,,,,1242, SPAT1241-SLIT1242-DET01 ,19,34.28358,-5.19599,1241,0.483,2,0.6,-0.01,            True 
wmmu01,20,         L_WPCAND26050 ,,,"nl,nc",,1,,0,0,-1,,,,,,,,,,,1151, SPAT1169-SLIT1151-DET01 ,20,34.26721,-5.18376,1169,0.673,2,0.6,-0.02,            True 
wmmu01,22,        B_WPCAND-29712 ,,,l@9910?9997?,,1,,,1,1,7.152,,9910,52,,,,,,,969, SPAT0983-SLIT0969-DET01 ,22,34.27904,-5.20438,983,0.637,2,0.6,-0.03,            True 
wmmu01,24,         L_WPCAND30044 ,,,"l@10760,9911?",,1,,,1,-1,7.85,,10760,28,,,,,,,809, SPAT0809-SLIT0809-DET01 ,24,34.25817,-5.19327,809,0.5,2,0.6,0,            True 
wmmu01,26,         M_WPCAND28264 ,,,"nl,nc",,1,,0,0,-1,,,,,,,,,,,649, SPAT0656-SLIT0649-DET01 ,26,34.24612,-5.18905,656,0.567,2,0.6,0.13,            True 
wmmu01,27,        B_WPCAND-26169 ,,,"nl,nc",,1,,0,0,-1,,,,,,,,,,,536, SPAT0552-SLIT0536-DET01 ,27,34.26521,-5.21255,552,0.657,2,0.6,0,            True 
wmmu01,28,        L_WPCAND-26936 ,,,l@11000,,1,,,1,0,8.048,,11000,22,,,,,,,423, SPAT0413-SLIT0423-DET01 ,28,34.25371,-5.20956,413,0.404,2,0.6,0.01,            True 
wmmu01,29,         L_WPCAND29773 ,,,l@10802,,1,,,1,-1,7.88,,10802,71,,,,,,,309, SPAT0324-SLIT0309-DET01 ,29,34.23087,-5.19244,324,0.644,2,0.6,0.04,            True 
wmmu01,30,        M_WPCAND-26154 ,,,"nl,nc",,1,,0,0,-1,,,,,,,,,,,218, SPAT0220-SLIT0218-DET01 ,30,34.24637,-5.21257,220,0.534,2,0.6,0,            True 
wmmu01,31,        B_WPCAND-25573 ,,,l@10217?11051,,1,,,1,0,8.08,,11051,68,,,,,,,128, SPAT0123-SLIT0128-DET01 ,31,34.24246,-5.21391,123,0.451,2,0.6,0.01,            True 
wmmu01,32,        M_WPCAND-27309 ,,,"nl,nc",,1,,0,0,-1,,,,,,,,,,,38, SPAT0034-SLIT0038-DET01 ,32,34.23387,-5.21002,34,0.421,2,0.6,-0.04,            True 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wmme01,2,              B_W30645 ,,,"fc,nl",nl,1,,0,0,-1,,,,,,,,,,33,2640, SPAT2636-SLIT2640-DET01 ,2,215.09504,53.01421,2636,0.455,2,0.7,0.07,            True 
wmme01,4,              B_W29881 ,,,"nl,serendipfc",l@1778(11413),1,,,1,0.5,8.389,,11413,,,,,,,31,2465, SPAT2454-SLIT2465-DET01 ,4,215.0845,53.00869,2454,0.39,2,0.7,-0.01,            True 
wmme01,6,              M_W69492 ,,,l@10303,"l@1043!,lyabreak",1,,,3,3,7.4775,,10304,31,,,,,,29,2289, SPAT2280-SLIT2289-DET01 ,6,215.05033,53.00745,2280,0.41,2,0.7,0.08,            True 
wmme01,7,              B_W64853 ,,,"nl,nc",l@1811,1,,0,1,-1,8.39,,11420,,,,,,,28,2179, SPAT2176-SLIT2179-DET01 ,7,215.03262,53.006,2176,0.47,2,0.7,-0.05,            True 
wmme01,8,              M_W35089 ,,,"nl,nc","nl,nc",1,,0,0,-1,,,,,,,,,,27,2070, SPAT2057-SLIT2070-DET01 ,8,215.08033,52.99323,2057,0.374,2,0.7,0.01,            True 
wmme01,11,              B_W25641 ,,,l@9774?,"nl,nc",1,,0,0,-1,7.04,,9774,,,,,,,24,1807, SPAT1811-SLIT1807-DET01 ,11,215.044,52.98964,1811,0.571,2,0.7,0.02,            True 
wmme01,14,              B_W25438 ,,,l@10903,l@189?,1,,,1,-1,7.96,,10903,,,,,,,21,1588, SPAT1580-SLIT1588-DET01 ,14,215.03512,52.98239,1580,0.414,2,0.7,0,            True 
wmme01,15,              B_W45153 ,,,"nl,nc","nl,nc,cmc:513(10169)",1,,,0,1,7.365,,10169,,,,,,,20,1502, SPAT1506-SLIT1502-DET01 ,15,215.08142,52.97217,1506,0.582,2,0.7,0.09,            True 
wmme01,16,              B_W68268 ,,,"nl,nc","nl,nc",1,,,0,-1,,,,,,,,,,19,1436, SPAT1439-SLIT1436-DET01 ,16,215.00971,52.98139,1439,0.554,2,0.7,-0.05,            True 
wmme01,18,              L_W28435 ,,,"nl,nc",l@359,1,,,1,0,6.834,,9526,,,,,,,17,1305, SPAT1305-SLIT1305-DET01 ,18,215.03004,52.97339,1305,0.5,2,0.7,0.06,            True 
wmme01,22,              B_W48468 ,,,"nl,nc",l@1656(11365),1,,,1,0,8.348,,11365,,,,,,,13,974, SPAT0959-SLIT0974-DET01 ,22,215.068,52.95377,959,0.343,2,0.7,-0.07,            True 
wmme01,27,              B_W18092 ,,,"fc,l@11109","fc,l@354",1,,,1,-1,,,,,,,,,,8,602, SPAT0618-SLIT0602-DET01 ,27,215.06646,52.94187,618,0.66,2,0.7,0.04,            True 
wmme01,30,              M_W32350 ,,,l@10910?,"l@1075,1333",1,,,1,3,?,,,,,,,,,5,361, SPAT0345-SLIT0361-DET01 ,30,214.99904,52.94197,345,0.34,2,0.7,0,            True 
wmme02,1,              B_W10617 ,,,l@10791,,1,,,1,-1,7.87,,10791,,,,,,,31,2672, SPAT2672-SLIT2672-DET01 ,1,214.92792,52.82428,2672,0.491,2,0.7,0.02,            True 
wmme02,4,          sf_25.9_9754 ,,,l@11050?,,1,,,1,-1,,,,,,,,,,28,2475, SPAT2477-SLIT2475-DET01 ,4,214.91971,52.81623,2477,0.537,2,0.7,0.02,            True 
wmme02,8,          sf_26.6_7704 ,,,l@11051?10557?,,1,,,1,0,,,,,,,,,,24,2166, SPAT2166-SLIT2166-DET01 ,8,214.90612,52.80126,2166,0.491,2,0.7,0.07,            True 
wmme02,9,               B_W9119 ,,,"fc,l@10479?+break?",,1,,,1,1,7.84,,10479,,,,,,,23,2078, SPAT2077-SLIT2078-DET01 ,9,214.90029,52.80088,2077,0.485,2,0.7,0.06,            True 
wmme02,10, NSFin_EGS_SF_z7_12383 ,,,"nl,nc",,1,,,0,-1,,,,,,,,,,22,1970, SPAT1961-SLIT1970-DET01 ,10,214.89154,52.80307,1961,0.414,2,0.7,0,            True 
wmme02,11,  NSFin_EGS_SF_z6_7061 ,,,l@11047?,,1,,,1,-1,8.08,,11047,,,,,,,21,1881, SPAT1884-SLIT1881-DET01 ,11,214.89167,52.78934,1884,0.552,2,0.7,0.01,            True 
wmme02,13, NSFin_EGS_SF_z6_14490 ,,,"nl,nc",,1,,,0,-1,,,,,,,,,,19,1726, SPAT1744-SLIT1726-DET01 ,13,214.87979,52.80026,1744,0.68,2,0.7,-0.01,            True 
wmme02,14,              B_W44678 ,,,l@9934?,,1,,,1,1,7.172,,9934,,,,,,,18,1638, SPAT1635-SLIT1638-DET01 ,14,214.86596,52.81903,1635,0.446,2,0.7,-0.01,            True 
wmme02,15, NSFin_EGS_SF_z6_32303 ,,,l@10096,,1,,,1,-1,7.3,,10096,,,,,,,17,1572, SPAT1575-SLIT1572-DET01 ,15,214.85529,52.84033,1575,0.554,2,0.7,-0.06,            True 
wmme02,16, NSFin_EGS_SF_z6_40811 ,,,"nl,nc",,1,,,0,-1,,,,,,,,,,16,1484, SPAT1473-SLIT1484-DET01 ,16,214.85517,52.82074,1473,0.384,2,0.7,0.08,            True 
wmme02,17,          sf_26.5_9041 ,,,l@10759,,1,,,1,1,7.85,,10759,,,,,,,15,1398, SPAT1395-SLIT1398-DET01 ,17,214.86579,52.77614,1395,0.455,2,0.7,0.01,            True 
wmme02,18, NSFin_EGS_SF_z7_48766 ,,,l@10479?,,1,,,0,1,,,,,,,,,,14,1310, SPAT1296-SLIT1310-DET01 ,18,214.85125,52.79933,1296,0.366,2,0.7,0.17,            True 
wmme02,19, NSFin_EGS_SF_z6_14247 ,,,"nl,nc",,1,,,0,-1,,,,,,,,,,13,1222, SPAT1224-SLIT1222-DET01 ,19,214.85342,52.78076,1224,0.545,2,0.7,-0.1,            True 
wmme02,20, NSFin_EGS_SF_z7_13433 ,,,"nl,nc",,1,,,0,-1,,,,,,,,,,12,1156, SPAT1155-SLIT1156-DET01 ,20,214.85083,52.77666,1155,0.482,2,0.7,0.05,            True 
wmme02,22, NSFin_EGS_SF_z7_39204 ,,,"nl,nc",,1,,,0,-1,,,,,,,,,,10,1000, SPAT0985-SLIT1000-DET01 ,22,214.82842,52.81083,985,0.353,2,0.7,0.03,            True 
wmme02,23,              M_W18596 ,,,l@9985?10261?,,1,,,1,1,,,,,,,,,,9,890, SPAT0885-SLIT0890-DET01 ,23,214.83321,52.7778,885,0.455,2,0.7,0,            True 
wmme02,24, NSFin_EGS_SF_z6_29223 ,,,"nl,nc",,1,,,0,-1,,,,,,,,,,8,780, SPAT0774-SLIT0780-DET01 ,24,214.81217,52.81711,774,0.446,2,0.7,0.02,            True 
wmme02,25, NSFin_EGS_SF_z7_29314 ,,,"l@10139?,serendipl@11022,1057",,1,,,1,0,7.34,,10139,,,,,,,7,670, SPAT0667-SLIT0670-DET01 ,25,214.80625,52.81271,667,0.469,2,0.7,0.1,            True 
wmme02,27, NSFin_EGS_SF_z8_45720 ,,,l@10534?,,1,,,1,0,7.665,,10534,,,,,,,5,452, SPAT0441-SLIT0452-DET01 ,27,214.80429,52.77309,441,0.388,2,0.7,0.05,            True 
wmme02,29, NSFin_EGS_SF_z6_37712 ,,,missing?,,1,,,,,,,,,,,,,,3,277, SPAT0270-SLIT0277-DET01 ,29,214.7905,52.78151,270,0.43,2,0.7,0.1,            True 
wmme02,30, NSFin_EGS_SF_z7_40598 ,,,"nl,nc",,1,,,0,-1,,,,,,,,,,2,168, SPAT0182-SLIT0168-DET01 ,30,214.78767,52.77312,182,0.643,2,0.7,-0.08,            True 
wmme02,31,              L_W66862 ,,,"nl,nc",,1,,,0,-1,,,,,,,,,,1,60, SPAT0038-SLIT0060-DET01 ,31,214.76462,52.81082,38,0.283,2,0.7,0,            True 
wmme03,6,              B_W27094 ,,,"diffuse,c,l@9930?checkalignment",,1,,,1,0,,,,,,,,,,,2200, SPAT2193-SLIT2200-DET01 ,6,214.94246,52.91473,2193,0.429,2,1,-0.23,            True 
wmme03,10,              B_W34153 ,,,l@10414?,,1,,,1,0,7.566,,10414,,,,,,,,1858, SPAT1863-SLIT1858-DET01 ,10,214.94558,52.9002,1863,0.557,2,1,0.1,            True 
wmme03,20,              B_W63317 ,,,l@10762?,,1,,,1,0,,,,,,,,,,,1093, SPAT1089-SLIT1093-DET01 ,20,214.863,52.88943,1089,0.458,2,1,0,            True 
wmme03,21,              B_W27805 ,,,"nl,nc",,1,,,0,-1,,,,,,,,,,,987, SPAT0988-SLIT0987-DET01 ,21,214.89225,52.87743,988,0.51,2,1,0.05,            True 
wmme03,22,              B_W22413 ,,,fc?,,1,,,,,,,,,,,,,,,880, SPAT0898-SLIT0880-DET01 ,22,214.87637,52.87766,898,0.684,2,1,0.18,            True 
wmme03,27,              B_W36702 ,,,l@10238!!10251?,,1,,,3,,,,10238,,,,,,,,501, SPAT0501-SLIT0501-DET01 ,27,214.8925,52.85687,501,0.5,2,1,0.24,            True 
wmme03,32,              B_W66896 ,,,l@10522?,,1,,,1,,,,,,,,,,,,162, SPAT0171-SLIT0162-DET01 ,32,214.83283,52.85941,171,0.592,2,1,0,            True 
wmme03,33,              M_W40898 ,,,"nl,nc",,1,,,0,-1,,,,,,,,,,,56, SPAT0037-SLIT0056-DET01 ,33,214.883,52.84041,37,0.29,2,1,0.03,            True 
wmme02,6, NSFin_EGS_SF_z7_13782 ,,,l@10544??serendip l@10869,,1,,,1,-1,7.67,,10544,,,,,,,26,2322, SPAT2306-SLIT2322-DET01 ,6,214.90821,52.81849,2306,0.347,2,0.7,-0.01,            True 
wmmc05,3,dl_cc_1069270.0,,,"nl,nc",,0,,,0,,,,,,,,,,,,1393,SPAT1393-SLIT1393-DET01,3,150.13921,2.43199,1393,0.5,1,0.5,0.05,TRUE
wmmc05,5,dl_cc_1062705.0,,,"nl,nc",,0,,,0,,,,,,,,,,,,1296,SPAT1295-SLIT1296-DET01,5,150.14175,2.42576,1295,0.464,1,0.5,0.03,TRUE
wmmc06,8,ALF_1159990,,,"bc,l@9993?",,0,,,1,,,,,,,,,,,,1178,SPAT1174-SLIT1178-DET01,8,150.07129,2.51905,1173.6,0.402,3,0.689,2.11,FALSE
wmmc06,13,dl_cc_1144675.0,,,l@10718?onsky,,0,,,1,,,,,,,,,,,,937,SPAT0936-SLIT0937-DET01,13,150.05921,2.50529,936,0.464,1,0.35,-0.31,TRUE
wmme01,9,           NSFil_22209 ,,,"fc,l@279?",l@9775?,0.5,,,0,-1,,,,,,,,,,26,1960, SPAT1963-SLIT1960-DET01 ,9,215.0385,52.99619,1963,0.53,2,0.7,0.02,            True 
wmme01,10,           NSFil_19051 ,,,fc,"nl,nc",0.5,,,0,-1,,,,,,,,,,25,1872, SPAT1872-SLIT1872-DET01 ,10,215.05292,52.99028,1872,0.491,2,0.7,0.24,            True 
wmme01,17,           NSFil_15445 ,,,"nl,nc",l@929?,0.5,,,0,0,,,,,,,,,,18,1370, SPAT1375-SLIT1370-DET01 ,17,215.05254,52.97224,1375,0.582,2,0.7,0,            True 
wmme01,21,           NSFil_18070 ,,,"c,nl","c,nl",0.5,,,1,0,,,,,,,,,,14,1062, SPAT1061-SLIT1062-DET01 ,21,215.02404,52.96526,1061.3,0.487,3,1.18,1.14,           False 
wmme01,23,           NSFil_15062 ,,,"c,l@10909!","c,l@1545,1253",0.5,,,3,3,?,,10909,,,,,,,12,887, SPAT0885-SLIT0887-DET01 ,23,215.0345,52.95658,884.6,0.444,3,2.26,1.65,           False 
wmme01,25,           NSFil_12484 ,,,"nl,nc",l@1912?,0.5,,,1,-1,,,,,,,,,,10,756, SPAT0756-SLIT0756-DET01 ,25,215.04417,52.95042,756,0.5,2,0.7,-0.01,            True 
wmme01,26,           NSFil_10495 ,,,"fc,nl",l@1260?,0.5,,,1,0,,,,,,,,,,9,690, SPAT0693-SLIT0690-DET01 ,26,215.05383,52.94674,693,0.554,2,0.7,0.01,            True 
wmme01,31,            NSFil_9797 ,,,"nl,nc","nl,nc",0.5,,,0,-1,,,,,,,,,,4,252, SPAT0253-SLIT0252-DET01 ,31,215.03779,52.932,253,0.515,2,0.7,0,            True 
wmme01,33,           NSFil_36832 ,,,l@10627?,"nl,nc",0.5,,,1,-1,,,,,,,,,,2,100, SPAT0103-SLIT0100-DET01 ,33,214.99075,52.93396,103,0.554,2,0.7,0,            True 
wmme02,2,            NSFil_2732 ,,,"l@9866,10912",,0.5,,,3,-1,,,,,,,,,,30,2607, SPAT2610-SLIT2607-DET01 ,2,214.92808,52.81389,2610,0.554,2,0.7,-0.07,            True 
wmme02,3,            NSFil_8598 ,,,"nl,nc",,0.5,,,0,-1,,,,,,,,,,29,2540, SPAT2538-SLIT2540-DET01 ,3,214.91525,52.83914,2538,0.456,2,0.7,0,            True 
wmme02,5,            NSFil_5750 ,,,"nl,nc",,0.5,,,0,-1,,,,,,,,,,27,2410, SPAT2409-SLIT2410-DET01 ,5,214.91438,52.82033,2409,0.482,2,0.7,-0.03,            True 
wmme02,7,            NSFil_4567 ,,,"l@9817,",,0.5,,,1,-1,,,,,,,,,,25,2233, SPAT2233-SLIT2233-DET01 ,7,214.90717,52.80886,2233,0.5,2,0.7,0,            True 
wmme02,21,            NSFil_9961 ,,,"nl,nc",,0.5,,,0,-1,,,,,,,,,,11,1090, SPAT1089-SLIT1090-DET01 ,21,214.84137,52.7931,1089,0.491,2,0.7,0.05,            True 
wmme02,28,           NSFil_18808 ,,,"nl,nc",,0.5,,,0,-1,,,,,,,,,,4,365, SPAT0363-SLIT0365-DET01 ,28,214.78925,52.80269,363,0.464,2,0.7,0.02,            True 
wmme03,4,           NSFil_40403 ,,,"na,serendipl@10059!(cosmicray?)",,0.5,,,0,,,,,,,,,,,,2371, SPAT2377-SLIT2371-DET01 ,4,214.90329,52.9327,2377,0.561,2,1,0,            True 
wmme03,5,           NSFil_22739 ,,,l@10320??diffuse,,0.5,,,1,,,,10320,,,,,,,,2286, SPAT2288-SLIT2286-DET01 ,5,214.93021,52.92201,2288,0.547,2,1,0.16,            True 
wmme03,7,           NSFil_25560 ,,,l@11176?,,0.5,,,1,-1,,,11176,,,,,,,,2114, SPAT2116-SLIT2114-DET01 ,7,214.90667,52.92077,2116,0.537,2,1,0,            True 
wmme03,8,           NSNew_25761 ,,,l@9995?,,0.5,,,1,-1,,,,,,,,,,,2028, SPAT2043-SLIT2028-DET01 ,8,214.90258,52.91891,2043,0.649,2,1,0,            True 
wmme03,9,           NSFil_19401 ,,,"c,l@11214?10893?",,0.5,,,1,0,,,11214,,,,,,,,1943, SPAT1942-SLIT1943-DET01 ,9,214.933,52.90666,1942,0.481,2,1,0.35,            True 
wmme03,12,           NSFil_39162 ,,,l@10632,,0.5,,,1,-1,,,10632,,,,,,,,1710, SPAT1709-SLIT1710-DET01 ,12,214.89562,52.90666,1709,0.491,2,1,0.12,            True 
wmme03,13,           NSFil_23950 ,,,"fc,l@11016",,0.5,,,3,,,,11016,,,,,,,,1648, SPAT1647-SLIT1648-DET01 ,13,214.89638,52.90403,1647,0.49,2,1,0.39,            True 
wmme03,14,           NSFil_23332 ,,,"fc,l@11050",,0.5,,,2,-1,,,11050,,,,,,,,1585, SPAT1587-SLIT1585-DET01 ,14,214.89675,52.90166,1587,0.537,2,1,0.08,            True 
wmme03,15,           NSFil_24405 ,,,l@10662,,0.5,,,3,,,,10662,,,,,,,,1521, SPAT1524-SLIT1521-DET01 ,15,214.88837,52.90144,1524,0.556,2,1,0.14,            True 
wmme03,16,           NSFil_21505 ,,,"c,l@11059",,0.5,,,1,-1,,,11059,,,,,,,,1457, SPAT1460-SLIT1457-DET01 ,16,214.90275,52.89533,1460,0.556,2,1,0.24,            True 
wmme03,17,           NSFil_37851 ,,,"l@10194?,serendipc,l@10495?",,0.5,,,1,,,,,,,,,,,,1371, SPAT1363-SLIT1371-DET01 ,17,214.90521,52.89054,1363,0.418,2,1,-0.11,            True 
wmme03,18,           NSNew_16149 ,,,"l@9940?,10670?,11182?",,0.5,,,1,0,,,,,,,,,,,1285, SPAT1283-SLIT1285-DET01 ,18,214.92158,52.88304,1283,0.463,2,1,-0.03,            True 
wmme03,25,           NSFil_25155 ,,,l@10238!!10251?,,0.5,,,3,,,,10238,,,,,,,,647, SPAT0634-SLIT0647-DET01 ,25,214.84563,52.87418,634,0.367,2,1,0.09,            True 
wmme03,26,           NSFil_17490 ,,,"c,nl",,0.5,,,,,,,,,,,,,,,562, SPAT0559-SLIT0562-DET01 ,26,214.883,52.86167,558.8,0.414,3,0.772,1.22,           False 
wmme03,28,           NSFil_15956 ,,,"nl,nc",,0.5,,,0,-1,,,,,,,,,,,438, SPAT0438-SLIT0438-DET01 ,28,214.88625,52.85608,438,0.5,2,1,0,            True 
wmme03,29,           NSFil_14576 ,,,l@10524!,,0.5,,,3,,,,10524,,,,,,,,374, SPAT0374-SLIT0374-DET01 ,29,214.89125,52.85238,374,0.5,2,1,0.13,            True 
wmme03,30,           NSFil_18581 ,,,l@10532,,0.5,,,3,,,,10532,,,,,,,,310, SPAT0308-SLIT0310-DET01 ,30,214.86633,52.85629,308,0.463,2,1,0.05,            True 
wmmc01,2,                   SERENDIP ,,-999,notreal,notreal,0,,,0,,,,,,,,,,,32,1428, SPAT1431-SLIT1428-DET01 ,3,150.05065,2.19107,1431,0.413,3,0.449,-3.25,           False 
wmmc01,3,                    star_75 ,,2112,bc,bc,0,,,-1,,,,,,,,,,,31,1428, SPAT1427-SLIT1428-DET01 ,3,150.19183,2.18124,1427,0.464,1,0.456,27.34,            True 
wmmc01,4,SERENDIP,,2001,l@10944,"l@[1360,769]",0,,,3,,-1,,,,,,,150.186,2.181,,,,,,,,,,,,
wmmc01,5, c2020_pz_0.664_22.8_826089 ,826089,1970,"fc,l@10936,l@10970","fc,l@[1330,845]",0,1,,5,,0.666,0.666,10970,,,c2020,,,,29,1331, SPAT1330-SLIT1331-DET01 ,5,150.18738,2.19157,1330,0.464,1,0.3,0.85,            True 
wmmc01,7,  c2020_pz_1.65_22.6_640174 ,640174,1869,"fc,l@9840,l@9848,l@10769","fc,l@[1256,203],l@[1257,205],l@[1256,958],l@[1256,961]",0,1,,5,,1.64,1.6405,9848,,,c2020,,,,27,1256, SPAT1257-SLIT1256-DET01 ,7,150.17921,2.17518,1257,0.556,1,0.3,0.61,            True 
wmmc01,8,  c2020_pz_4.25_27.1_702146 ,702146,,"nl,nc","nl,nc",0,,,0,,,,,,,c2020,,,,26,1207, SPAT1210-SLIT1207-DET01 ,8,150.17733,2.18104,1210,0.56,1,0.3,0.02,            True 
wmmc01,9, c2020_pz_0.486_24.7_889105 ,889105,1724,l@9888?onsky,"nl,nc",0,1,,1,,0.506,0.5064,9888,,,c2020,,,,25,1158, SPAT1160-SLIT1158-DET01 ,9,150.17763,2.19732,1160,0.571,1,0.3,0.13,            True 
wmmc01,10,  c2020_pz_4.82_26.4_510074 ,510074,,"nl,nc","nl,nc",0,,,0,,,,,,,c2020,,,,24,1109, SPAT1110-SLIT1109-DET01 ,10,150.16721,2.16768,1110,0.52,1,0.3,0.04,            True 
wmmc01,12,  c2020_pz_4.11_25.3_592463 ,592463,,"nl,nc","l@[1020,630]?",0,1,,0,,,,,,,c2020,,,,22,1022, SPAT1022-SLIT1022-DET01 ,12,150.16283,2.17349,1022,0.5,1,0.3,0.07,            True 
