mask,slit_no,obj,c2020_id,ypix_mospy,mospy_notes,pypeit_notes,wp,mia,keep,confidence,cquality,zguess,zmeasured,wave,ypix_slit,photoz,photoz_source,MUV,serendip_ra,serendip_dec,pypeit_ref_idx,pypeit_slit,                    pypeit_name , maskdef_id ,     objra ,  objdec , spat_pixpos , spat_fracpos , box_width , opt_fwhm ,   s2n , maskdef_extract 
wmmc01,15,  c2020_pz_1.95_23.1_891793 ,891793,1292,"fc,l@11065,l@11078","fc,l@[965,36],l@[865,39],l@[865,885],l@[865,891]",0,1,,5,,1.97,1.971,11065,,,c2020,,,,19,864, SPAT0865-SLIT0864-DET01 ,15,150.15696,2.19687,865,0.536,1,0.3,0.41,            True 
wmmc01,16,  c2020_pz_4.33_0.00_829943 ,829943,,"nl,nc","nl,nc",0,,,0,,,,,,,c2020,,,,18,815, SPAT0825-SLIT0815-DET01 ,16,150.15263,2.18885,825,0.7,1,0.3,-0.02,            True 
wmmc01,16,SERENDIP,,1216,"fc,l@10368?",fc,0,,,2,,-1,,,,,,,150.152,2.189,,,,,,,,,,,,
wmmc01,17,SERENDIP,,1159,l@10823,"nl,nc",0,,,1,,-1,,,,,,,150.146,2.177,,,,,,,,,,,,
wmmc01,20,SERENDIP,,873,l@10885?onstar,"l@[594,830]?onstar",0,,,2,,-1,,,,,,,150.139,2.20475,,,,,,,,,,,,
wmmc01,20,                   SERENDIP ,,861,"bc,star?","bc,star?",0,,,-1,,,,,,,,,150.139,2.20498,13,596, SPAT0588-SLIT0596-DET01 ,20,150.08325,2.2087,587.8,0.323,3,0.502,3.41,           False 
wmmc01,23,  c2020_pz_4.46_26.2_766559 ,766559,,l@10539,"l@[431,462]?",0,1,,2,,4.52,4.523,10539,,,c2020,,,,10,428, SPAT0429-SLIT0428-DET01 ,23,150.12467,2.19514,429,0.556,1,0.3,0.2,            True 
wmmc01,24, c2020_pz_0.559_24.4_810968 ,810968,562,l@10269,"l@[390,479]",0,1,,3,,0.56,0.5645,10269,,,c2020,,,,9,390, SPAT0391-SLIT0390-DET01 ,24,150.12325,2.19897,391,0.536,1,0.3,0.01,            True 
wmmc01,25,SERENDIP,,514,"fc,l@10944","l@[351,47]",0,,,2,,-1,,,,,,,150.1255,2.2171,,,,,,,,,,,,
wmmc01,26,  c2020_pz_1.73_24.6_725414 ,725414,418,l@10004?onsky,"nl,nc",0,1,,1,,-1,,,,,c2020,,,,7,292, SPAT0292-SLIT0292-DET01 ,26,150.11437,2.1908,292,0.481,1,0.3,0.05,            True 
wmmc01,27,SERENDIP,,317,"fc,l@9938","fc,l@[231,430]",0,,,2,,-1,,,,,,,150.1153,2.2144,,,,,,,,,,,,
wmmc01,29,SERENDIP,,237,"fc,l@10650?",fc,0,,,1,,-1,,,,,,,150.1097,2.20412,,,,,,,,,,,,
wmmc01,32,  c2020_pz_4.67_28.8_164311 ,164311,,l@10488?,"nl,nc",0,1,,1,,4.49,4.495,10488,,,c2020,,,,1,24, SPAT0021-SLIT0024-DET01 ,32,150.10279,2.2194,21,0.393,1,0.3,0,            True 
wmmc02,4,c2020_pz_4.67_27.2_896994,896994,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,1406,SPAT1406-SLIT1406-DET01,4,150.10296,2.2812,1406,0.5,1,0.5,0.06,TRUE
wmmc02,6,c2020_pz_0.674_25.3_850458,850458,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,1330,SPAT1331-SLIT1330-DET01,6,150.09483,2.27457,1331,0.536,1,0.5,0.12,TRUE
wmmc02,9,c2020_pz_4.32_26.8_713667,713667,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,1173,SPAT1172-SLIT1173-DET01,9,150.08983,2.26166,1172,0.464,1,0.5,0.06,TRUE
wmmc02,12,MAMBO-9,,,fc?,,0,,,0,,,,,,,,,,,,1038,SPAT1037-SLIT1038-DET01,12,150.10983,2.25778,1037,0.481,1,0.5,0.23,TRUE
wmmc02,16,c2020_pz_4.75_29.2_438402,438402,1196,l@11118?,,0,,,1,,4.82,4.825,11118,,,c2020,,,,,834,SPAT0828-SLIT0834-DET01,16,150.09242,2.23769,828,0.38,1,0.5,-0.16,TRUE
wmmc02,17,c2020_pz_4.37_26.0_382110,382110,,l@10808?,,0,,,1,,,,,,,c2020,,,,,785,SPAT0785-SLIT0785-DET01,17,150.08754,2.23357,785,0.5,1,0.5,0.01,TRUE
wmmc02,19,c2020_pz_4.51_27.0_319593,319593,,l@10050,,0,,,2,,4.26,4.266,10050,,,c2020,,,,,710,SPAT0711-SLIT0710-DET01,19,150.08696,2.22896,711,0.536,1,0.5,0.04,TRUE
wmmc02,21,c2020_pz_1.25_21.2_283320,283320,911,bc,,0,,,0,,,,,,,c2020,,,,,634,SPAT0632-SLIT0634-DET01,21,150.09083,2.2252,631.9,0.407,3,0.635,3.36,FALSE
wmmc02,22,c2020_pz_1.86_25.0_248934,248934,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,596,SPAT0597-SLIT0596-DET01,22,150.09688,2.22463,597,0.519,1,0.5,-0.13,TRUE
wmmc02,24,c2020_pz_4.67_28.8_164311,164311,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,500,SPAT0501-SLIT0500-DET01,24,150.10279,2.2194,501,0.536,1,0.5,-0.27,TRUE
wmmc02,25,c2020_pz_1.75_26.8_161501,161501,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,462,SPAT0464-SLIT0462-DET01,25,150.11054,2.21917,464,0.556,1,0.5,0.1,TRUE
wmmc02,29,star_0,,414,bc,,0,,,0,,,,,,,,,,,,290,SPAT0290-SLIT0290-DET01,29,150.11717,2.20933,289.8,0.454,3,0.515,136.31,FALSE
wmmc02,32,c2020_pz_1.24_26.1_797274,797274,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,134,SPAT0136-SLIT0134-DET01,32,150.11812,2.1983,136,0.571,1,0.5,0.01,TRUE
wmmc02,34,SERENDIP,,77,bc,,0,,,0,,,,,,,,,150.1308,2.197,,,,,,,,,,,,
wmmc03,5,c2020_pz_1.82_25.1_421144,421144,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,1358,SPAT1358-SLIT1358-DET01,5,150.09329,2.41728,1358,0.517,1,0.35,0.08,TRUE
wmmc03,9,c2020_pz_1.65_24.0_890739,890739,,"nl,fc",,0,,,0,,,,,,,c2020,,,,,1156,SPAT1157-SLIT1156-DET01,9,150.06383,2.36529,1157,0.552,1,0.35,0.11,TRUE
wmmc03,11,SERENDIP,,,bc,,0,,,0,,,,,,,,,?,?,,,,,,,,,,,,
wmmc03,14,c2020_pz_1.11_23.1_947721,947721,1324,"fc,l@10395,l@10494",,0,,,5,,0.59,,10494,,,c2020,,,,,917,SPAT0917-SLIT0917-DET01,14,150.08929,2.36991,917,0.5,1,0.35,0.18,TRUE
wmmc03,16,c2020_pz_4.13_26.7_925386,925386,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,839,SPAT0841-SLIT0839-DET01,16,150.09454,2.3694,841,0.571,1,0.35,-0.06,TRUE
wmmc03,20,star_243,,908,bc,,0,,,0,,,,,,,,,,,,639,SPAT0639-SLIT0639-DET01,20,150.09858,2.35391,638.5,0.467,3,0.899,162.58,FALSE
wmmc03,21,c2020_pz_4.50_27.5_925679,925679,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,600,SPAT0601-SLIT0600-DET01,21,150.11571,2.36951,601,0.536,1,0.35,-0.04,TRUE
wmmc03,22,star_183,,801,bc,,0,,,0,,,,,,,,,,,,561,SPAT0562-SLIT0561-DET01,22,150.08575,2.33344,561.8,0.51,3,0.676,58.28,FALSE
wmmc03,23,SERENDIP,,735,l@9862,,0,,,3,,,,,,,,,150.0867,2.3301,,,,,,,,,,,,
wmmc03,24,c2020_pz_0.973_24.8_547470,547470,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,460,SPAT0460-SLIT0460-DET01,24,150.09054,2.32847,460,0.5,1,0.35,0.2,TRUE
wmmc03,28,star_144,,438,bc,,0,,,0,,,,,,,,,,,,305,SPAT0305-SLIT0305-DET01,28,150.10217,2.32832,305.2,0.487,3,0.648,34.54,FALSE
wmmc03,30,c2020_pz_4.39_26.0_438963,438963,327,l@10648?,,0,,,1,,4.57,,10648,,,c2020,,,,,225,SPAT0224-SLIT0225-DET01,30,150.10004,2.31908,224,0.467,1,0.35,-0.05,TRUE
wmmc03,33,SERENDIP,,131,"fc,l@10670?",,0,,,0,,,,,,,,,150.145,2.355,,74,SPAT0087-SLIT0074-DET01,33,150.13975,2.35524,87,0.75,3,1.138,3.55,FALSE
wmmc03,34,SERENDIP,,44,bc,,0,,,0,,,,,,,,,150.119,2.322,,24,SPAT0030-SLIT0024-DET01,34,150.11829,2.32145,30.3,0.709,3,0.383,1.57,FALSE
wmmc05,4,c2020_pz_4.25_26.9_614084,614084,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,1344,SPAT1338-SLIT1344-DET01,4,150.145,2.42983,1338,0.367,1,0.5,0,TRUE
wmmc05,7,star_575,,,bc,,0,,,0,,,,,,,,,,,,1210,SPAT1217-SLIT1210-DET01,7,150.15996,2.42765,1216.6,0.622,3,0.481,19.36,FALSE
wmmc05,9,c2020_pz_4.85_26.5_519378,519378,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,1123,SPAT1125-SLIT1123-DET01,9,150.16417,2.42269,1125,0.571,1,0.5,0,TRUE
wmmc05,10,c2020_pz_4.43_27.3_566543,566543,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,1085,SPAT1086-SLIT1085-DET01,10,150.17771,2.42534,1086,0.536,1,0.5,0.03,TRUE
wmmc05,12,c2020_pz_0.609_25.3_467447,467447,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,1010,SPAT1010-SLIT1010-DET01,12,150.17004,2.41756,1010,0.519,1,0.5,-0.09,TRUE
wmmc05,14,c2020_pz_1.64_25.4_412255,412255,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,912,SPAT0912-SLIT0912-DET01,14,150.17683,2.41307,912,0.5,1,0.5,-0.26,TRUE
wmmc05,15,SERENDIPx2,,,"10439,10436?",,0,,,1,,,,,,,,,,,,,,,,,,,,,,
wmmc05,16,c2020_pz_4.18_25.7_345492,345492,,l@10179?,,0,,,1,,,4.33,10180,,,c2020,,,,,814,SPAT0816-SLIT0814-DET01,16,150.18013,2.40731,816,0.556,1,0.5,0.35,TRUE
wmmc05,17,SERENDIP,,,fc,,0,,,0,,,,,,,,,150.175,2.3999,,766,SPAT0748-SLIT0766-DET01,17,150.10282,2.40674,747.5,0.128,3,0.551,1.05,FALSE
wmmc05,18,SERENDIP,,,fc,,0,,,0,,,,,,,,,,,,,,,,,,,,,,
wmmc05,20,c2020_pz_1.18_26.4_235292,235292,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,598,SPAT0598-SLIT0598-DET01,20,150.18692,2.39321,598,0.519,1,0.5,0.15,TRUE
wmmc05,21,c2020_pz_4.26_26.2_151499,151499,1009,l@10845?onsky,,0,,,1,,,,,,,c2020,,,,,560,SPAT0559-SLIT0560-DET01,21,150.17317,2.38557,559,0.464,1,0.5,-0.03,TRUE
wmmc05,22,c2020_pz_4.34_26.2_72989,72989,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,522,SPAT0522-SLIT0522-DET01,22,150.16587,2.38039,522,0.481,1,0.5,0.06,TRUE
wmmc05,23,c2020_pz_4.11_25.8_102408,102408,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,474,SPAT0476-SLIT0474-DET01,23,150.18067,2.38266,476,0.531,1,0.5,-0.1,TRUE
wmmc05,24,c2020_pz_4.29_0.00_20954,20954,612,l@11052?,,0,,,1,,,,11052,,,c2020,,,,,426,SPAT0426-SLIT0426-DET01,24,150.17692,2.37752,426,0.5,1,0.5,-0.06,TRUE
wmmc05,25,c2020_pz_0.532_21.3_106340,106340,558,"bc,ha@10059,nii@10072,l@10294,l@10317",,0,,,5,,,,10059,,,c2020,,,,,388,SPAT0385-SLIT0388-DET01,25,150.19604,2.38222,385.5,0.371,3,0.703,4.32,FALSE
wmmc05,26,c2020_pz_1.84_24.6_86638,86638,513,"oii@10638,10646",,0,,,5,,,,10638,,,c2020,,,,,352,SPAT0354-SLIT0352-DET01,26,150.19896,2.38135,354,0.593,1,0.5,0,TRUE
wmmc05,28,SERENDIP,,375,"oii@10940,10931",,0,,,5,,,,10940,,,,,150.2024,2.3759,,,,,,,,,,,,
wmmc05,29,SERENDIP,,336,bc,,0,,,0,,,,,,,,,,,,,,,,,,,,,,
wmmc05,29,c2020_pz_4.45_25.8_938343,938343,309,l@9864?,,0,,,1,,,4.167,9864,,,c2020,,,,,217,SPAT0218-SLIT0217-DET01,29,150.19375,2.3698,218,0.536,1,0.5,-2.88,TRUE
wmmc06,1,MORA-1,,,"nl,nc",,0,,,0,,,,,,,,,,,,1462,SPAT1458-SLIT1462-DET01,1,150.08225,2.53439,1458,0.408,1,0.35,-0.23,TRUE
wmmc06,2,c2020_pz_4.73_25.6_754927,754927,,l@11207?,,0,,,1,,,,,,,c2020,,,,,1414,SPAT1415-SLIT1414-DET01,2,150.09317,2.52869,1415,0.519,1,0.35,0.05,TRUE
wmmc06,3,c2020_pz_4.47_26.0_744202,744202,,"l@9981?,",,0,,,1,,,,,,,c2020,,,,,1377,SPAT1379-SLIT1377-DET01,3,150.09233,2.52677,1379,0.571,1,0.35,-0.06,TRUE
wmmc06,6,c2020_pz_1.21_23.9_726139,726139,,l@10815,,0,,,2,,,,,,,c2020,,,,,1264,SPAT1264-SLIT1264-DET01,6,150.06813,2.52599,1264,0.519,1,0.35,0.27,TRUE
wmmc06,7,c2020_pz_4.74_26.7_577553,577553,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,1226,SPAT1228-SLIT1226-DET01,7,150.09563,2.51672,1228,0.556,1,0.35,0.05,TRUE
wmmc06,8,SERENDIP,,,l@9828?,,0,,,1,,,,,,,,,??,??,,,,,,,,,,,,
wmmc06,9,SERENDIP,,,l@9904,,0,,,2,,,,,,,,,150.0818,2.5115,,,,,,,,,,,,
wmmc06,9,SERENDIP,,,l@10909,,0,,,2,,,,,,,,,??,??,,,,,,,,,,,,
wmmc06,9,c2020_pz_4.69_27.8_516919,516919,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,1118,SPAT1126-SLIT1118-DET01,9,150.08529,2.51211,1126,0.66,1,0.35,0,TRUE
wmmc06,10,c2020_pz_4.52_27.3_490778,490778,,"l@11046,l@10346?",,0,,,2,,,,,,,c2020,,,,,1070,SPAT1070-SLIT1070-DET01,10,150.08146,2.50878,1070,0.519,1,0.35,0.08,TRUE
wmmc06,12,c2020_pz_1.18_24.3_436545,436545,,l@10462?,,0,,,1,,,,,,,c2020,,,,,974,SPAT0976-SLIT0974-DET01,12,150.06646,2.50589,976,0.556,1,0.35,0.11,TRUE
wmmc06,14,star_1087,,,bc,,0,,,0,,,,,,,,,,,,900,SPAT0899-SLIT0900-DET01,14,150.06042,2.50277,898.8,0.431,3,0.725,99.69,FALSE
wmmc06,15,SERENDIP,,,l@10793?,,0,,,1,,,,,,,,,,,,,,,,,,,,,,
wmmc06,17,SERENDIP,,,"fc,l@10552",,0,,,2,,,,,,,,,150.07033,2.487,,,,,,,,,,,,
wmmc06,20,SERENDIP,,,bc,,0,,,0,,,,,,,,,150.05331,2.48276,,577,SPAT0596-SLIT0577-DET01,20,149.99542,2.48483,596,0.868,3,0.371,2.04,FALSE
wmmc06,21,c2020_pz_0.630_23.8_86724,86724,,l@10597,,0,,,3,,,,,,,c2020,,,,,528,SPAT0530-SLIT0528-DET01,21,150.06733,2.47362,530,0.556,1,0.35,0.18,TRUE
wmmc06,24,SERENDIP,,,l@11081?,,0,,,1,,,,,,,,,150.0738,2.45826,,,,,,,,,,,,
wmmc06,26,SERENDIP,,,fc,,0,,,0,,,,,,,,,150.03677,2.46289,,265,SPAT0251-SLIT0265-DET01,26,150.02084,2.46186,250.8,0.211,3,0.801,1.41,FALSE
wmmc06,26,SERENDIP,,,"l@10317,l@11098",,0,,,4,,,,,,,,,???,???,,,,,,,,,,,,
wmmc06,27,c2020_pz_1.71_25.3_517864,517864,,l@9825?,,0,,,1,,,,,,,c2020,,,,,216,SPAT0218-SLIT0216-DET01,27,150.04404,2.45675,218,0.556,1,0.35,0.07,TRUE
wmmc06,28,jw_m440697,440697,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,180,SPAT0181-SLIT0180-DET01,28,150.05888,2.45061,181,0.556,1,0.35,-0.09,TRUE
wmmc06,29,star_794,,,bc,,0,,,0,,,,,,,ccand,,,,,131,SPAT0121-SLIT0131-DET01,29,150.03954,2.45121,120.9,0.288,3,0.548,42.15,FALSE
wmmc06,31,c2020_pz_4.77_26.2_388585,388585,,"nl,nc",,0,,,0,,,,,,,c2020,,,,,34,SPAT0035-SLIT0034-DET01,31,150.04675,2.44361,35,0.51,1,0.35,0.15,TRUE
wmmu01,8,  upz_-30855_1.93_27.1 ,,,"nl,nc",,0,,,0,,,,,,,,,,,,2178, SPAT2178-SLIT2178-DET01 ,8,34.27983,-5.14657,2178,0.508,2,0.6,-0.04,            True 
wmmu01,12,   upz_19196_1.76_25.1 ,,,l@10612!,,0,,,4,2,1.84,,10612,,,,,,,,1769, SPAT1771-SLIT1769-DET01 ,12,34.28212,-5.17,1771,0.534,2,0.6,0.05,            True 
wmmu01,14,               star_71 ,,,bc,,0,,,,,,,,,,,,,,,1587, SPAT1586-SLIT1587-DET01 ,14,34.27758,-5.17499,1585.7,0.469,3,0.65,76.53,           False 
wmmu01,15,  upz_-32592_4.13_27.3 ,,,l@10669?,,0,,,1,0,4.589,,10669,,,,,,,,1518, SPAT1514-SLIT1518-DET01 ,15,34.27521,-5.17598,1514,0.441,2,0.6,0.02,            True 
wmmu01,18,  upz_-32439_1.13_26.3 ,,,l@10761,,0,,,1,1,1.15,,10761,,,,,,,,1310, SPAT1312-SLIT1310-DET01 ,18,34.26279,-5.17315,1312,0.525,2,0.6,0.06,            True 
wmmu01,21,   upz_32517_1.72_26.9 ,,,"nl,nc",,0,,,0,,,,,,,,,,,,1060, SPAT1059-SLIT1060-DET01 ,21,34.26125,-5.18403,1059,0.492,2,0.6,0.02,            True 
wmmu01,23,   upz_14604_1.65_24.7 ,,,"fc,l@10248!",,0,,,3,2,1.749,,10248,,,,,,,,878, SPAT0879-SLIT0878-DET01 ,23,34.2635,-5.19522,879,0.508,2,0.6,0.11,            True 
wmmu01,25,               star_62 ,,,bc,,0,,,,,,,,,,,,,,,740, SPAT0737-SLIT0740-DET01 ,25,34.28312,-5.21995,736.8,0.437,3,0.673,128.45,           False 
wmmu01,25,              SERENDIP ,,,bc(star),,0,,,,,,,,,,,,,,,740, SPAT0764-SLIT0740-DET01 ,25,34.24635,-5.21734,764,0.909,3,0.447,-1.55,           False 
wmme01,1,           NSFil_23198 ,,,"l@10266,10571","dl@1202,l@916",0,,,5,5,1.11,,10266,,,,,,,34,2727, SPAT2729-SLIT2727-DET01 ,1,215.06908,53.02221,2729,0.537,2,0.7,0.19,            True 
wmme01,3,           NSKar_31009 ,,,"bc,l@9833,9857","bc,l@y=934,952",0,,,5,5,,,9833,,,,,,,32,2553, SPAT2552-SLIT2553-DET01 ,3,215.02492,53.02248,2552.3,0.476,3,1.648,3.58,           False 
wmme01,5,           NSFil_16368 ,,,"l@9857,10934","y=1771,893,253,262.",0,,,5,5,1.644,,,,,,,,,30,2377, SPAT2381-SLIT2377-DET01 ,5,215.09267,53.00474,2381,0.571,2,0.7,0.1,            True 
wmme01,12,           NSFil_15649 ,,,"fc,l@11124?","fc,l@1768,1552,1351",0,,,5,5,1.244,,,,,,,,,23,1742, SPAT1741-SLIT1742-DET01 ,12,215.06762,52.98332,1741,0.491,2,0.7,0.39,            True 
wmme01,13,           NSFil_23855 ,,,"fc,l@10073","fc,l@2014,1812,388serendipline",0,,,5,5,?,,,,,,,,,22,1676, SPAT1680-SLIT1676-DET01 ,13,215.01692,52.98944,1680,0.571,2,0.7,0,            True 
wmme01,19,              star_881 ,,,bc,bc,0,,,5,5,,,,,,,,,,16,1216, SPAT1230-SLIT1216-DET01 ,19,214.98804,52.97749,1229.9,0.631,3,0.697,60.64,           False 
wmme01,20, NSFin_EGS_SF_z4_27776 ,,,"nl,nc","nl,nc",0,,,0,-1,,,,,,,,,,15,1127, SPAT1126-SLIT1127-DET01 ,20,215.02029,52.96802,1126,0.482,2,0.7,0.08,            True 
wmme01,24, NSFin_EGS_SF_z3_44022 ,,,"fc,l@10965","nl,nc",0,,,1,-1,?,,10965,,,,,,,11,822, SPAT0823-SLIT0822-DET01 ,24,215.04592,52.95248,823,0.527,2,0.7,0.09,            True 
wmme01,28,           NSFil_12920 ,,,"fc,oii@10865,l@11193","fc,l@1779,oii@1478",0,,,5,4,1.917,,10865,,,,,,,7,514, SPAT0513-SLIT0514-DET01 ,28,215.03233,52.94317,512.9,0.47,3,1.199,1.37,           False 
wmme01,29,            NSFil_9816 ,,,"fc,l@10536,","fc,l@998",0,,,3,4,1.1047,,10536,,,,,,,6,448, SPAT0448-SLIT0448-DET01 ,29,215.04979,52.93809,448.3,0.483,3,1.778,1.65,           False 
wmme01,32,            NSFil_6891 ,,,c,"c,oii@614",0,,,5,3,,,,,,,,,,3,165, SPAT0165-SLIT0165-DET01 ,32,215.05421,52.92591,164.6,0.483,3,1.128,1.63,           False 
wmme01,34,           NSFil_10832 ,,,bc,bc,0,,,5,5,,,,,,,,,,1,36, SPAT0035-SLIT0036-DET01 ,34,215.02658,52.92593,35.4,0.485,3,0.947,4.37,           False 
wmme02,12,              star_452 ,,,bc,,0,,,,,,,,,,,,,,20,1814, SPAT1810-SLIT1814-DET01 ,12,214.88804,52.78758,1810.2,0.424,3,0.887,134.55,           False 
wmme02,12,              SERENDIP ,,,star,,0,,,,,,,,,,,,,,20,1814, SPAT1831-SLIT1814-DET01 ,12,214.73967,52.79379,1830.8,0.878,3,0.684,-1.6,           False 
wmme02,26,              star_513 ,,,bc,,0,,,,,,,,,,,,,,6,561, SPAT0539-SLIT0561-DET01 ,26,214.81113,52.77298,539,0.276,3,0.875,100.6,           False 
wmme03,1,           NSFil_31351 ,,,"c,l@9930,10071,maybemore",,0,,,5,5,,,,,,,,,,,2626, SPAT2626-SLIT2626-DET01 ,1,214.91329,52.94076,2625.7,0.477,3,0.933,1.9,           False 
wmme03,2,              JZ_NOEMA ,,2198,"na,serendip l@10067",,0,,,0,,,,,,,,,,,,2540, SPAT2523-SLIT2540-DET01 ,2,214.90912,52.93719,2523,0.323,2,1,-0.08,            True 
wmme03,3, NSFin_EGS_SF_z4_66788 ,,,l@10337?,,0,,,1,-1,4.41,,10337,,,,,,,,2456, SPAT2454-SLIT2456-DET01 ,3,214.93179,52.92859,2454,0.471,2,1,0.06,            True 
wmme03,11,           NSFil_26556 ,,,"c,l@10550,10760,10867!",,0,,,5,5,1.17,,10550,,,,,,,,1772, SPAT1773-SLIT1772-DET01 ,11,214.88837,52.91098,1773,0.509,2,1,0.47,            True 
wmme03,12,SERENDIP,,,l@10429,,0,,,3,,,,10429,,,,,,,,,,,,,,,,,,
wmme03,16,SERENDIP,,,l@10789!,,0,,,,,,,10789,,,,,,,,,,,,,,,,,,
wmme03,19,SERENDIP,,,l@10009!,,0,,,3,,,,10009,,,,,,,,,,,,,,,,,,
wmme03,19, NSFin_EGS_SF_z4_59741 ,,,"na,serendipl@10009!",,0,,,,,,,,,,,,,,,1200, SPAT1186-SLIT1200-DET01 ,19,214.85829,52.89506,1186,0.361,2,1,0.02,            True 
wmme03,21,SERENDIP,,,l@10382,,0,,,,,,,,,,,,,,,,,,,,,,,,,
wmme03,23, NSFin_EGS_SF_z4_69052 ,,,l@10410?,,0,,,1,0,4.45,,10410,,,,,,,,794, SPAT0795-SLIT0794-DET01 ,23,214.86383,52.87636,795,0.519,2,1,0.08,            True 
wmme03,24,              star_553 ,,,bc,,0,,,,,,,,,,,,,,,732, SPAT0730-SLIT0732-DET01 ,24,214.86587,52.87342,730.2,0.466,3,0.558,176.95,           False 
wmme03,25,SERENDIP,,,c,,0,,,,,,,,,,,,,,,,,,,,,,,,,
wmme03,31,              star_545 ,,,bc,,0,,,,,,,,,,,,,,,247, SPAT0242-SLIT0247-DET01 ,31,214.87683,52.85118,242.4,0.401,3,0.555,35.56,           False 